#,INCIDENT TITLE,INCIDENT DATE,LOCATION,DESCRIPTION,LATITUDE,LONGITUDE,APPROVED,VERIFIED,CATEGORY,CATEGORY_DESC
292,Cathedral of St. Trinity Collapsed,1/14/10 11:24,"rue pavee, port-au-prince",Cathedral of St. Trinity Collapsed,18.536537,-72.314855,1,0,1a,Collapsed structure
53,Looking for Kelly Baptiste,1/13/10 5:07,"Rue Robin, Haiti","I am looking for my farther Kelly Baptiste and his wife Karen. They
live at 26 rue Robin Vois Verna. Please email me at Tbaptiste@ner.umass.edu
Hopefully
Trevor Baptiste",18.53819,-72.323878,1,0,6b,Missing Persons
121,MISSING PERSON: Cecelia Excelien,1/14/10 1:01,"rue st martin #10 bis, Port-Au-Prince","Lives at rue st martin #10 bis, Port-Au-Prince. She is my grandmother and a merchant in the Croix Bossale market.
Contact:
mirline louis 
lostinvibe@yahoo.com
561 798 4818 
florida",18.552329,-72.333169,1,0,5,Other
222,St. Michel Hospital collapsed,1/14/10 4:13,"rue st-philippe, jacmel",St. Michel Hospital collapsed in Jacmel,18.238072,-72.53405,1,0,1a,Collapsed structure
120,Missing Person: Michel Baptiste,1/14/10 1:50,"rue villemenay #18, port au prince","my mother and her husband Michel Baptiste live together at rue villemenay #18, port au prince. None of them have been in contact with me since the earthquake. His cell phone is 3718 7242.
contact: Lee Almonacy, 917 208 4569",18.534549,-72.335529,1,0,5,Other
265,"Ruelle St Pierre Gonaives, Haiti",1/14/10 1:20,"Ruelle St Pierre, port au prince, Haiti",Hundreds sleeping outside in St. Pierre's Plaza,18.539269,-72.336408,1,0,6,Persons News
327,People buried in school,1/15/10 10:57,"saint gerard, port au prince",The &quot;school behind St. Gerard still has people buried in it.&quot; Unclear if alive or dead,18.527235,-72.338513,1,0,1c,People trapped
142,Collapsed School,1/14/10 12:21,"Saint Gerard, Port au Prince Haiti","School collapsed, people trapped in the rubble",18.527235,-72.338513,1,0,1a,Collapsed structure
243,"godson alcin, nael alcin, saintelise cherry",1/14/10 6:32,Saint-Marc,rue chavanne #21. I want to hear from them if anybody hear from them please let me know. mwen se kirdens. kirdens@yahoo.com,19.116667,-72.7,1,0,3c,Power Outage
270,Santo Domingo is the hub for aid agency efforts,1/14/10 9:25,Santo Domingo,Oxfam and other agencies basing themselves in Santo Domingo and starting to ferry supplies to PaP tomorrow,18.479014,-69.890784,1,0,4,Response
386,AIRPORT status Santo Domingo Las Americas Airport (SDQ),1/15/10 3:21,Santo Domingo Airport Dominican Republic,Increased congestion at international airport,18.429722,-69.66861,1,1,5,Other
164,Roads from DR passable,1/14/10 1:45,Santo-Domingo,Drive from Santo-Domingo to PAP likely to take 12+ hours; roads from Domincan Republic are open,18.479014,-69.890784,1,0,3,Vital Lines
244,Roads to US Embassy blocked,1/14/10 1:05,"Tabarre 41, Port-au-Prince, Haiti‎","&quot;The earthquake hit while I was on the road home and a four story building collapsed right as we got beside it, each floor falling on top of the other. My driver tried to take me back to the Embassy, but the roads were blocked by debris,&quot; David Lindwall.",18.583333,-72.266667,1,0,3b,Road blocked
40,Looking for Alexis/Loresca family in Tabarre,1/13/10 2:34,"Tabarre, Haiti","If you have any information, please email ayitimango@yahoo.com.
The house is on Prolonger 2 in Tabarre
Their names:
Esther Loresca
Rachelle Loresca
Espelitane
Marismide
Wilnor Alexis
Jean Kesnel
Givland
Estevenson
Estama",18.583333,-72.266667,1,0,6b,Missing Persons
28,Looking for the Dorce Family,1/13/10 12:59,"tabarre, haiti",RT @saskwatch: Looking for the Dorce Family http://www.ireport.com/docs/DOC-382163 per @jodinescorner #Haiti | Please Help!,18.583333,-72.266667,1,0,6b,Missing Persons
75,Road in Tapion passable but still dangerous,1/13/10 10:39,"Tapion, Haiti","The road in Tapion (over hills) are passable but still dangerous.
Boulders are still unstable.
Source: UN Base in Les Cayes",19.103036,-72.54932,1,0,3,Vital Lines
151,"OK: Letendre, Gabriel and Acra families",1/14/10 1:17,"tete de l'eau, haiti","HaitiGoodNews  Bianca Gabriel has spoken to the Letendre Family at Pelerin, Gabriel Family at Boutiliers, Acra Family at Montagne Noir.",18.501796,-72.28227,1,0,6,Persons News
92,Looking for the Jaquet family,1/13/10 12:32,toce plague rue 22,"at Toce Plague rue 22 Charlotte Correfur looking for the Wilson Belliot Jaquet family (Tersciane, Wilsciane and Wilben) please anything????",18.526492,-72.435608,1,0,1,Emergency
370,"UNDAC, Iceland and US USAR teams have set up reception center at airport",1/15/10 2:31,"Toussaint Louverture International Airport, Port-au-Prince","UNDAC (Disaster Assessment and Coordination Team), Iceland and US USAR teams have set up reception center at airport",18.575726,-72.294759,1,1,4,Response
108,"Port-au-Prince air traffic control tower damaged, flights rerouted",1/14/10 1:47,"Toussaint Louverture International Airport, Port-au-Prince, Haiti",&quot;Port-au-Prince air traffic control tower damaged - flights rerouted&quot; - from ushahidi.com,18.577918,-72.302399,1,0,2a,Structures at risk
424,Photos from Trouin and from the turnoff to Trouin,1/15/10 6:53,Trouin,"Seven photos from Trouin and from the turnoff to Trouin. They include a tented camp area, a collapsed house, the blocked road/path turnoff to Trouin.",18.370569,-72.646477,0,0,1a,Collapsed structure
99,"In Trouin, four people were killed during a service",1/14/10 1:43,Trouin,From @Haiti,18.370569,-72.646477,1,0,6a,Deaths
394,"Trouin Catholic Church barely damaged, spontaneous camp, Episcopal church collapsed, need drinking water",1/15/10 3:42,"Trouin, Haiti","Trouin (coordinates of Catholic church, which had hardly any damage, are 18°21.962’ -72°39.283’), there was another space where people are camping out like a refugee camp (we saw probably 60-70 people there this am, probably many more sleep there at night).  Five people died when the Episcopal church collapsed there, and many houses are down.  They said they are just about out of drinking water at the camp and will probably be going to the river to get their water but don’t have anything to treat it.  They said there is a safe source over a mountain but haven’t been able to get there yet and may not be able to do so.  Pere Frito, the Episcopal priest in Trouin, was in PAP during the quake.  I got his #s from another guy – they are 3633-2787 (Digicel) and 3405-1700 (Voila), in case that helps anyone if we end up being able to do anything to get them chlorine.",18.971187,-72.285215,1,1,1,Emergency
272,Some dead being transferred to city dump,1/14/10 8:17,"Trutier landfill, Port-au-prince",About 60 dump trucks have circulated the city collecting the dead and taking them to the landfill.,18.611922,-72.33952,1,0,6a,Deaths
95,Chantal Landrin stuck under rubble in Turjo,1/14/10 12:00,"Turgeau, Haiti",@tikrezi: Chantal Landrin is stuck under the rubble at a house in Turjo! someone please help her. #Haiti about 10 hours ago,18.532109,-72.329633,1,0,1,Emergency
147,Chantal Landrin trapped,1/14/10 12:45,"Turgeau, Haiti",Chantal Landrin is stuck under the rubble at a house in Turjo!,18.532109,-72.329633,1,0,1c,People trapped
93,Looking for my mother and brother in Turgeau,1/13/10 12:38,"Turgeau, Haiti","I'm looking for my mother RAymonde Leonard &amp; my brother Sterlyn Leonard.  They live in Turgeau please help me find them.
Je recherche ma mer at mon frere Raymonde at Sterlyn Leonard, aidez-moi a les retrouver SVP.",18.532109,-72.329633,1,0,6,Persons News
22,Over 100 UN personnel trapped in collapsed HQ,1/13/10 11:01,"UN Headquarters, Port-au-Prince",RT @zaibatsu: Over 100 #UN personnel trapped in collapsed headquarters in #Haiti earthquake http://bit.ly/4p1PYD,18.518516,-72.30051,1,0,1a,Collapsed structure
274,Food Distribution (WFP),1/14/10 1:43,Villa Creole,"WFP food distributions began on 13 January in Jacmel for approximately 3,000 people located around the airport. Distributions in Port-au-Prince are ongoing today. There are military escorts for a further 2,900 beneficiaries in three locations: Place Boyer, Villa Creole and Primature. These have been identified as areas where large numbers of people are concentrated.",45.533021,10.741813,1,0,4d,Food distribution
