body,views,replies,title,time,date,id
"Assalamu Alaykum,
Rasheed
Gonzales? That name seems familiar to me from www.islamonline.net , i
bet you posted your story there too. I'll try reading the story again
and see.
Welcome bro  :biggrin:  and i hope i can be of any help, just contact me.
Ma'assalam  :biggrin:",1458,20,My Story...,19:29:00,2/10/05,43
"Assalamu Alaykum sister,
^^^Its
thanks greatly to you that i've settled down in IF. u've been
consistently there. And thanks to others too, D-Ziner who took time to
chat with me, Afghan Hijabi's words were lovely, Batoota's was
wonderful and all the rest!
I love you all in the spirit of brotherhood and sisterhood in Islam  <img src=""all%20posts%20by%20FAROUK1986%20-%20page10_files/cry.gif"" style=""vertical-align: middle;"" border=""0"" alt=""cry.gif"" emoid="":cry:"" /",988,27,I Think I Feel Lonely,19:55:00,2/10/05,44
"Assalamu Alaykum brothers and sisters,
If there's someone who experienced the power of fasting in curving away all desires, i guess its me <img src=""all%20posts%20by%20FAROUK1986%20-%20page10_files/blush.gif"" style=""vertical-align: middle;"" border=""0"" alt=""blush.gif"" emoid="":blush:"" /",595,10,Is It Wrong To Think Like This?,19:18:00,2/11/05,45
"Assalamu Alaykum. :biggrin: 
For
most who dont know what's going on, i just want to share this happy
moment with y'all. Yes, its my moment of becoming a full member. That's
right, just after i click the post button and send this message, i'll
be a full member.
It was a little bit of a bumpy ride, getting to this stage, getting rejected out of almost all the forums.
So now, insha Allah, i'm officially in the house!!! :biggrin: 
Oops,
what will i celebrate with??? wait a second.... Oh yeah, a short du'a,
All praise to Allah, may Allah bless all the members of this forum,
especially Doc and the rest of his crew who run the site. I don't have
the glass of juice shared out to newbies on the 'have a drink welcome
forum', so i'm gonna go get a glass of water to celebreate... ... ...
.... ... ... 
I'm back with a glass of water. I'll have that just when i click the post button.
What
else...Oh yeah, so if you want to join me in my celebrations, of course
you can. I'll pray for you insha Allah (if i know of course)
What else... I dont know <img src=""all%20posts%20by%20FAROUK1986%20-%20page10_files/w00t.gif"" style=""vertical-align: middle;"" border=""0"" alt=""w00t.gif"" emoid="":w00t:"" /",512,2,It's Over! I'm A Member,19:37:00,2/11/05,46
"Assalamu Alaykum
Oh
really ^^^ masha Allah. We indeed have in IF priceless jewels, young
and mature as who said it.... i cant remember (never mind). 
We might not know it sister, but your words to me in the counselling forum were really helpful.
And Strider, i hope to stride your way! 
Thanks y'all.
Ma'assalam",833,25,Where Are Are The Young Guys?,19:50:00,2/11/05,47
"Assalamu Alaykum
Just to inform y'all, there has been a big twist, shattering the celebrations. 2 insurpassable barriers so far.  <img src=""all%20posts%20by%20FAROUK1986%20-%20page10_files/no.gif"" style=""vertical-align: middle;"" border=""0"" alt=""no.gif"" emoid="":no:"" /",512,2,It's Over! I'm A Member,20:13:00,2/11/05,48
"Assalamu Alaykum :biggrin: 
Masha
Allah. I was really happy with all your responses, especially
considering the day i had yesterday in IF. The 12 year old boy, that
was great!
So hopefully now i'm gonna be a lot more comfortable in da house. 
Jihaad, please give me the link to the forum. 
Anyway guys, hope to meet each one of you in some forum so that we can share our useful knowledge! :biggrin: 
Ma'assalam",833,25,Where Are Are The Young Guys?,13:55:00,2/12/05,49
"Assalamu Alaykum,
I'm from Nigeria but i live in Togo, somewhere in west Africa.
If
i were to choose btwn the UK and USA, it would have to be the UK; have
a family house in london and i'm there very often. (better keep my
mouth shut for i might soon be going to University in California <img src=""all%20posts%20by%20FAROUK1986%20-%20page10_files/ph34r.gif"" style=""vertical-align: middle;"" border=""0"" alt=""ph34r.gif"" emoid="":ph34r:"" /",947,37,Uk Or Usa,11:40:00,2/13/05,50
"Assalamu Alaykum,
Innalillahi wa inna ilayhi raji'un. 
May her soul rest in peace. 
I
read that on the day of judgement, a man was to enter hell fire, then
his daughter/son who died at infancy interceded for him. So may Allah
give comfort to the grieved family and may their precious daughter
intercede pardise for them. Ameen.
Medina your idea sounds
great. I see nothing wrong with that. Share the surahs around for us
when you ready. It doesn't have to be the whole quran. One surah will
surely be better than none.
Ma'assalam",1437,38,Inna Lilah Wa Inna Ilaihi Raji'oon [asma],11:56:00,2/13/05,51
"Assalamu Alaykum,
Sleep, sleep , sleep. I fill a bit sleepy typing this, just reading about it. So i  might be owing huge sleep debts. 
During
some holidays i use to sleep for about 10-12 hours trying to imitate
deep sleepers, i just loved the idea of someone being a heavy, deep
sleeper, plus i believed in the the more sleep, the taller one gets
:laugh: 
Anyway, now even in holidays i sleep for about 8
hours. Sometimes i struggle to keep on sleeping. Then recently, i tried
my best to adopt the sunnah way of sleeping, that is sleeping after
isha, waking up after fajr and not going back to bed. Then a nap btwn
zuhr and asr. But that was just during the day. I cant do that in
school, (imagine dosing off after launch in a math lesson just bcos its
the sunnah nap time). Im sure there must be wisdom in the sunnah way of
sleeping which is good for the health, physically and mentally.
Sometimes
i sleep long and feel very drowsy when awake, while sometimes i sleep
little and feel alright. It could be due to coincidently sleeping
little but waking up just after a cycle (after REM), or sometimes i go,
time is relative, Allah you are Ad-Dahr (The time) so please give me
sufficient rest with the relatively short time i have to sleep.
I have a lot to say about sleep, but let me not bore you into sleep. 
So , Ma'assalam :biggrin:",1645,71,How Many Hours Of Sleep Do,12:22:00,2/13/05,52
